k,layout,mean_information_gain,mean_p_gt_gain,mean_score_after,mean_score_before,n
1,greedy_ig,132.96861239373683,0.9421090349675257,0.014275259920098222,0.006440595202001647,20
2,greedy_ig,188.96548521369695,0.951635548060597,0.014300322881056593,0.006441846716331298,20
3,greedy_ig,206.05508934110404,0.9461292739063556,0.014448036767868325,0.0064576698620618074,20
4,greedy_ig,218.9923403467983,1.0826830871319824,0.015626100476374694,0.0064630633266683345,20
5,greedy_ig,219.65572629123926,1.061834258110814,0.015660449649296616,0.006475694262380682,20
6,greedy_ig,224.73622017465533,1.1420266616232004,0.0164348202681282,0.006449844368987242,20
7,greedy_ig,225.64669036837296,1.1792457458356749,0.01681477446274556,0.006477511954337693,20
8,greedy_ig,227.80798501595854,1.129907247416823,0.016601194545806573,0.006494863314370531,20
9,greedy_ig,230.67678836081177,1.1405802909172016,0.0167556772248516,0.006500629996916548,20
10,greedy_ig,34.82840594053268,0.4110708841931615,0.010604823412424849,0.0064893139844224455,20
1,maximally_separated,22.47494387626648,0.6462815468817495,0.011879236996838075,0.006445468061740819,20
2,maximally_separated,56.332596731185916,0.6387181919304279,0.01178676808744993,0.006464865493900784,20
3,maximally_separated,55.487547397613525,0.7169363879951807,0.01252476302170116,0.006499876849852421,20
4,maximally_separated,63.15483042001724,0.9271066102380201,0.014530377428914323,0.006529651398972195,20
5,maximally_separated,43.44686086177826,0.7310204190649525,0.01288863441405643,0.00652153390606308,20
6,maximally_separated,63.810179436206816,0.9910637352428218,0.015090791537728918,0.0065367636971586495,20
7,maximally_separated,55.039884531497954,0.8378901229610947,0.014372564355321586,0.0066275339583627925,20
8,maximally_separated,45.56298348903656,0.8505827269265425,0.014239703642739002,0.006633524812576568,20
9,maximally_separated,49.11151155233383,0.8029350428279785,0.013851848985845103,0.006536259490352548,20
10,maximally_separated,13.92500321418047,0.13461169782017243,0.007962849308504345,0.006658162216017042,20
1,middle_cluster,28.635843634605408,0.6291442807179642,0.011611815333221996,0.00645221487493355,20
2,middle_cluster,24.885027480125427,0.6623154444905992,0.012004958090208174,0.00648534884530632,20
3,middle_cluster,36.75562379360199,0.7330064321540007,0.012799258365562593,0.006493497036169069,20
4,middle_cluster,20.643439602851867,0.6454612797113036,0.011988371884125392,0.006504231722881092,20
5,middle_cluster,22.22530314922333,0.6547484558453582,0.012048748544958104,0.006516593101784128,20
6,middle_cluster,43.636679875850675,0.6521250910180282,0.012216583033530416,0.0065643642244814625,20
7,middle_cluster,51.01062507629395,0.7174009910590486,0.012899250056140907,0.006595452538497611,20
8,middle_cluster,39.32634103298187,0.784079142259737,0.013507558154020327,0.006596978755205203,20
9,middle_cluster,45.05350522994995,0.7950822204757827,0.013835200071006507,0.006598279257828568,20
10,middle_cluster,40.99652240276337,0.8084828756913869,0.014029505795023317,0.006621685795745728,20
1,prefix,38.312197875976565,0.4919240661987242,0.010592928585194377,0.0064642265317712295,20
2,prefix,55.01874725818634,0.6473541757156471,0.011916220317070667,0.00651932958060073,20
3,prefix,47.19838163852692,0.6962754807120717,0.012253674921739835,0.006528077683059176,20
4,prefix,45.059502363204956,0.6231378956389385,0.011838135010363652,0.0065427039595175596,20
5,prefix,44.796835327148436,0.6778171997129036,0.012413323799487177,0.006546973269306926,20
6,prefix,37.91701748371124,0.48055469202438345,0.010919242287504485,0.006540481798464749,20
7,prefix,29.065097761154174,0.5230219986274982,0.011385119571800623,0.00656817623121653,20
8,prefix,26.058406519889832,0.46735326543970146,0.01109070012962251,0.006614625414242963,20
9,prefix,27.09734513759613,0.5217689391357461,0.011473685443024852,0.006585279114383283,20
10,prefix,19.60286409854889,0.5026838525827607,0.011198532766366644,0.006623911729309398,20
1,suffix,40.15662062168121,0.8604844751341382,0.013493221196044913,0.006417316875872145,20
2,suffix,46.67563362121582,0.9776345496218326,0.014548266651680606,0.006425067183510047,20
3,suffix,37.55845715999603,0.8598396214762211,0.013698154725024166,0.0064574242704784875,20
4,suffix,37.508046174049376,0.7880301070709301,0.013272229085830861,0.006472790212721853,20
5,suffix,27.860231614112855,0.544827849886422,0.011280040149367059,0.006500335695710982,20
6,suffix,42.17913068532944,0.664776943220366,0.012528386828675037,0.006541430449890891,20
7,suffix,53.40001795291901,0.7422830893595368,0.013148110413082306,0.00652154139071565,20
8,suffix,38.04500312805176,0.6807909926740721,0.012828584889867992,0.006495383208939894,20
9,suffix,32.48191565275192,0.6126124317956005,0.012452082487759806,0.006509035387012613,20
10,suffix,52.39933915138245,0.7250106539288538,0.013302997346679701,0.006498364748472031,20
